ds,public.accounts,public.checking,public.savings
1650326707.5052705,1092648960,443023360,443031552
1650326707.6064932,1092648960,443023360,443031552
1650326707.7080023,1092648960,443023360,443031552
1650326707.8092265,1092648960,443023360,443031552
1650326707.91054,1092648960,443023360,443031552
1650326708.0116923,1092648960,443023360,443031552
1650326708.1133358,1092648960,443023360,443031552
1650326708.2166095,1092648960,443023360,443031552
1650326708.3180609,1092648960,443023360,443031552
1650326708.419182,1092648960,443023360,443031552
1650326708.5203085,1092648960,443023360,443031552
1650326708.6215994,1092648960,443023360,443031552
1650326708.7227373,1092648960,443031552,443039744
1650326708.8238776,1092648960,443031552,443039744
1650326708.9250166,1092648960,443031552,443039744
1650326709.0261476,1092648960,443031552,443039744
1650326709.1273026,1092648960,443031552,443039744
1650326709.2284174,1092648960,443031552,443039744
1650326709.3295424,1092648960,443031552,443039744
1650326709.4307477,1092648960,443031552,443039744
1650326709.5318573,1092648960,443031552,443039744
1650326709.6329665,1092648960,443031552,443039744
1650326709.7340543,1092648960,443031552,443039744
1650326709.835161,1092648960,443031552,443039744
1650326709.936292,1092648960,443031552,443039744
1650326710.0374186,1092648960,443031552,443039744
1650326710.1385565,1092648960,443031552,443039744
1650326710.2396624,1092648960,443031552,443039744
1650326710.3409526,1092648960,443031552,443039744
1650326710.4420907,1092648960,443031552,443039744
1650326710.5431798,1092648960,443031552,443039744
1650326710.6443071,1092648960,443031552,443039744
1650326710.7454028,1092648960,443031552,443039744
1650326710.8465056,1092648960,443039744,443039744
1650326710.9475923,1092648960,443039744,443039744
1650326711.0487192,1092648960,443039744,443039744
1650326711.1498435,1092648960,443039744,443039744
1650326711.2510715,1092648960,443039744,443039744
1650326711.3521779,1092648960,443039744,443039744
1650326711.4533134,1092648960,443039744,443039744
1650326711.5544207,1092648960,443039744,443039744
1650326711.6555204,1092648960,443039744,443039744
1650326711.7566469,1092648960,443039744,443039744
1650326711.8577626,1092648960,443039744,443039744
1650326711.958855,1092648960,443039744,443039744
1650326712.0599852,1092648960,443039744,443039744
1650326712.161248,1092648960,443039744,443039744
1650326712.2623863,1092648960,443039744,443039744
1650326712.363474,1092648960,443039744,443039744
1650326712.4645102,1092648960,443039744,443039744
1650326712.5655787,1092648960,443047936,443039744
1650326712.6666136,1092648960,443047936,443039744
1650326712.7677145,1092648960,443047936,443039744
1650326712.868872,1092648960,443047936,443039744
1650326712.9699733,1092648960,443047936,443039744
1650326713.0712078,1092648960,443047936,443039744
1650326713.172313,1092648960,443047936,443039744
1650326713.2734234,1092648960,443047936,443039744
1650326713.3745537,1092648960,443047936,443039744
1650326713.4757025,1092648960,443047936,443039744
1650326713.576857,1092648960,443047936,443039744
1650326713.677971,1092648960,443047936,443039744
1650326713.7790916,1092648960,443047936,443039744
1650326713.8801892,1092648960,443047936,443039744
1650326713.9815085,1092648960,443047936,443039744
1650326714.0825782,1092648960,443047936,443039744
1650326714.1836667,1092648960,443047936,443039744
1650326714.284792,1092648960,443047936,443039744
1650326714.3859112,1092648960,443056128,443039744
1650326714.4870656,1092648960,443056128,443039744
1650326714.5882215,1092648960,443056128,443039744
1650326714.6893885,1092648960,443056128,443039744
1650326714.7905242,1092648960,443056128,443039744
1650326714.891786,1092648960,443056128,443047936
1650326714.9934094,1092648960,443056128,443047936
1650326715.0944705,1092648960,443056128,443047936
1650326715.1955836,1092648960,443056128,443047936
1650326715.296722,1092648960,443056128,443047936
1650326715.397849,1092648960,443056128,443047936
1650326715.498965,1092648960,443056128,443047936
1650326715.6004758,1092648960,443056128,443047936
1650326715.7020261,1092648960,443056128,443047936
1650326715.8035545,1092648960,443056128,443047936
1650326715.9046988,1092648960,443056128,443047936
1650326716.0058022,1092648960,443056128,443047936
1650326716.1069336,1092648960,443056128,443047936
1650326716.2080612,1092648960,443056128,443047936
1650326716.309191,1092648960,443064320,443047936
1650326716.410309,1092648960,443064320,443047936
1650326716.5114446,1092648960,443064320,443047936
1650326716.6126275,1092648960,443064320,443047936
1650326716.7137244,1092648960,443064320,443047936
1650326716.8148541,1092648960,443064320,443047936
1650326716.9159782,1092648960,443064320,443047936
1650326717.0170984,1092648960,443064320,443047936
1650326717.1182094,1092648960,443064320,443047936
1650326717.2193084,1092648960,443064320,443047936
1650326717.3204358,1092648960,443064320,443047936
1650326717.4215453,1092648960,443064320,443047936
1650326717.5226188,1092648960,443064320,443047936
1650326717.6237173,1092648960,443064320,443047936
1650326717.724872,1092648960,443064320,443047936
1650326717.8260112,1092648960,443064320,443047936
1650326717.9271362,1092648960,443064320,443047936
1650326718.02826,1092648960,443064320,443047936
1650326718.129395,1092648960,443064320,443047936
1650326718.2305412,1092648960,443072512,443047936
1650326718.3316453,1092648960,443072512,443047936
1650326718.4327972,1092648960,443072512,443047936
1650326718.533866,1092648960,443072512,443047936
1650326718.6350172,1092648960,443072512,443047936
1650326718.7361825,1092648960,443072512,443047936
1650326718.8373568,1092648960,443072512,443047936
1650326718.9388623,1092648960,443072512,443047936
1650326719.0403929,1092648960,443072512,443047936
1650326719.1415317,1092648960,443072512,443047936
1650326719.2430136,1092648960,443072512,443047936
1650326719.3445187,1092648960,443072512,443047936
1650326719.4456344,1092648960,443072512,443047936
1650326719.5467393,1092648960,443072512,443047936
1650326719.6478486,1092648960,443072512,443047936
1650326719.7494433,1092648960,443072512,443047936
1650326719.8505764,1092648960,443072512,443047936
1650326719.9517467,1092648960,443072512,443047936
1650326720.0528536,1092648960,443072512,443047936
1650326720.1539385,1092648960,443080704,443047936
1650326720.255049,1092648960,443080704,443047936
1650326720.356096,1092648960,443080704,443047936
1650326720.4572139,1092648960,443080704,443047936
1650326720.558325,1092648960,443080704,443056128
1650326720.6594167,1092648960,443080704,443056128
1650326720.7605314,1092648960,443080704,443056128
1650326720.8616846,1092648960,443080704,443056128
1650326720.9627364,1092648960,443080704,443056128
1650326721.0638564,1092648960,443080704,443056128
1650326721.1653523,1092648960,443080704,443056128
1650326721.2664924,1092648960,443080704,443056128
1650326721.3676302,1092648960,443080704,443056128
1650326721.4687617,1092648960,443080704,443056128
1650326721.569852,1092648960,443080704,443056128
1650326721.671197,1092648960,443080704,443056128
1650326721.7723212,1092648960,443080704,443056128
1650326721.8734128,1092648960,443080704,443056128
1650326721.974516,1092648960,443080704,443056128
1650326722.0756295,1092648960,443088896,443056128
1650326722.1767843,1092648960,443088896,443056128
1650326722.277921,1092648960,443088896,443056128
1650326722.3790326,1092648960,443088896,443056128
1650326722.4801803,1092648960,443088896,443056128
1650326722.5813825,1092648960,443088896,443056128
1650326722.6825087,1092648960,443088896,443056128
1650326722.783624,1092648960,443088896,443056128
1650326722.8847635,1092648960,443088896,443056128
1650326722.9858005,1092648960,443088896,443056128
1650326723.0869167,1092648960,443088896,443056128
1650326723.188056,1092648960,443088896,443056128
1650326723.2892075,1092648960,443088896,443056128
1650326723.3903847,1092648960,443088896,443056128
1650326723.4917095,1092648960,443088896,443056128
1650326723.5928602,1092648960,443088896,443056128
1650326723.6939435,1092648960,443088896,443056128
1650326723.795109,1092648960,443088896,443056128
1650326723.896202,1092648960,443088896,443056128
1650326723.9972963,1092648960,443088896,443056128
1650326724.098395,1092648960,443088896,443056128
1650326724.199505,1092648960,443097088,443056128
1650326724.3006587,1092648960,443097088,443056128
1650326724.401778,1092648960,443097088,443056128
1650326724.5028563,1092648960,443097088,443056128
1650326724.6038632,1092648960,443097088,443056128
1650326724.7049396,1092648960,443097088,443056128
1650326724.806046,1092648960,443097088,443056128
1650326724.9071434,1092648960,443097088,443056128
1650326725.0082653,1092648960,443097088,443056128
1650326725.109412,1092648960,443097088,443056128
1650326725.2105682,1092648960,443097088,443056128
1650326725.3118222,1092648960,443097088,443056128
1650326725.4129727,1092648960,443097088,443056128
1650326725.5140977,1092648960,443097088,443056128
1650326725.6152332,1092648960,443097088,443056128
1650326725.7163894,1092648960,443097088,443056128
1650326725.8175128,1092648960,443097088,443056128
1650326725.918638,1092648960,443097088,443056128
1650326726.0197718,1092648960,443097088,443056128
1650326726.1211402,1092648960,443097088,443056128
1650326726.222267,1092648960,443097088,443056128
1650326726.3233428,1092648960,443105280,443056128
1650326726.4246044,1092648960,443105280,443056128
1650326726.5258448,1092648960,443105280,443056128
1650326726.626989,1092648960,443105280,443064320
1650326726.7281687,1092648960,443105280,443064320
1650326726.8293831,1092648960,443105280,443064320
1650326726.930537,1092648960,443105280,443064320
1650326727.0317426,1092648960,443105280,443064320
1650326727.132869,1092648960,443105280,443064320
1650326727.2339444,1092648960,443105280,443064320
1650326727.3350163,1092648960,443105280,443064320
1650326727.436112,1092648960,443105280,443064320
1650326727.5372157,1092648960,443105280,443064320
1650326727.6383212,1092648960,443105280,443064320
1650326727.7394314,1092648960,443105280,443064320
1650326727.8407636,1092648960,443105280,443064320
1650326727.941906,1092648960,443105280,443064320
1650326728.043,1092648960,443105280,443064320
1650326728.1440868,1092648960,443105280,443064320
1650326728.2452314,1092648960,443113472,443064320
1650326728.3463578,1092648960,443113472,443064320
1650326728.447471,1092648960,443113472,443064320
1650326728.5485957,1092648960,443113472,443064320
1650326728.6497257,1092648960,443113472,443064320
1650326728.7509823,1092648960,443113472,443064320
1650326728.8520968,1092648960,443113472,443064320
1650326728.9531512,1092648960,443113472,443064320
1650326729.054228,1092648960,443113472,443064320
1650326729.1553097,1092648960,443113472,443064320
1650326729.256427,1092648960,443113472,443064320
1650326729.3575,1092648960,443113472,443064320
1650326729.4586024,1092648960,443113472,443064320
1650326729.5596862,1092648960,443113472,443064320
1650326729.6609173,1092648960,443113472,443064320
1650326729.7622538,1092648960,443113472,443064320
1650326729.8633292,1092648960,443113472,443064320
1650326729.9644132,1092648960,443113472,443064320
1650326730.0654814,1092648960,443113472,443064320
1650326730.1665912,1092648960,443113472,443064320
1650326730.2677255,1092648960,443121664,443064320
1650326730.3688521,1092648960,443121664,443064320
1650326730.4699957,1092648960,443121664,443064320
1650326730.5711825,1092648960,443121664,443064320
1650326730.672269,1092648960,443121664,443064320
1650326730.7733526,1092648960,443121664,443064320
1650326730.8744485,1092648960,443121664,443064320
1650326730.9755597,1092648960,443121664,443064320
1650326731.0766904,1092648960,443121664,443064320
1650326731.1777327,1092648960,443121664,443064320
1650326731.2788324,1092648960,443121664,443064320
1650326731.379952,1092648960,443121664,443064320
1650326731.4811087,1092648960,443121664,443064320
1650326731.5823078,1092648960,443121664,443064320
1650326731.6834042,1092648960,443121664,443064320
1650326731.7845852,1092648960,443121664,443064320
1650326731.8857188,1092648960,443121664,443064320
1650326731.9868007,1092648960,443121664,443064320
1650326732.0878558,1092648960,443121664,443064320
1650326732.188914,1092648960,443121664,443064320
1650326732.2899706,1092648960,443121664,443064320
1650326732.3911219,1092648960,443129856,443064320
1650326732.492218,1092648960,443129856,443064320
1650326732.593325,1092648960,443129856,443064320
1650326732.6944587,1092648960,443129856,443064320
1650326732.795573,1092648960,443129856,443064320
1650326732.896724,1092648960,443129856,443064320
1650326732.9978025,1092648960,443129856,443064320
1650326733.0989268,1092648960,443129856,443064320
1650326733.2000453,1092648960,443129856,443064320
1650326733.3013196,1092648960,443129856,443064320
1650326733.4024878,1092648960,443129856,443064320
1650326733.5035841,1092648960,443129856,443064320
1650326733.6047187,1092648960,443129856,443072512
1650326733.7058518,1092648960,443129856,443072512
1650326733.8069816,1092648960,443129856,443072512
1650326733.9081311,1092648960,443129856,443072512
1650326734.0092554,1092648960,443129856,443072512
1650326734.1103916,1092648960,443129856,443072512
1650326734.211501,1092648960,443129856,443072512
1650326734.312539,1092648960,443129856,443072512
1650326734.4135861,1092648960,443138048,443072512
1650326734.514678,1092648960,443138048,443072512
1650326734.6159744,1092648960,443138048,443072512
1650326734.717097,1092648960,443138048,443072512
1650326734.8183196,1092648960,443138048,443072512
1650326734.9194348,1092648960,443138048,443072512
1650326735.0206633,1092648960,443138048,443072512
1650326735.1218174,1092648960,443138048,443072512
1650326735.2229311,1092648960,443138048,443072512
1650326735.3240848,1092648960,443138048,443072512
1650326735.4252338,1092648960,443138048,443072512
1650326735.5263464,1092648960,443138048,443072512
1650326735.6274571,1092648960,443138048,443072512
1650326735.7285786,1092648960,443138048,443072512
1650326735.8297288,1092648960,443138048,443072512
1650326735.9308846,1092648960,443138048,443072512
1650326736.0320282,1092648960,443138048,443072512
1650326736.1331363,1092648960,443138048,443072512
1650326736.2342482,1092648960,443138048,443072512
1650326736.335358,1092648960,443138048,443072512
1650326736.4364805,1092648960,443138048,443072512
1650326736.5376034,1092648960,443138048,443072512
1650326736.6387103,1092648960,443146240,443072512
1650326736.7398295,1092648960,443146240,443072512
1650326736.8410187,1092648960,443146240,443072512
1650326736.9421217,1092648960,443146240,443072512
1650326737.0432231,1092648960,443146240,443072512
1650326737.1443117,1092648960,443146240,443072512
1650326737.2453952,1092648960,443146240,443072512
1650326737.3465052,1092648960,443146240,443072512
1650326737.447617,1092648960,443146240,443072512
1650326737.5487156,1092648960,443146240,443072512
1650326737.6498322,1092648960,443146240,443072512
1650326737.7508569,1092648960,443146240,443072512
1650326737.8519444,1092648960,443146240,443072512
1650326737.9530616,1092648960,443146240,443072512
1650326738.0541205,1092648960,443146240,443072512
1650326738.155218,1092648960,443146240,443072512
1650326738.2563145,1092648960,443146240,443072512
1650326738.357427,1092648960,443146240,443072512
1650326738.4585264,1092648960,443146240,443072512
1650326738.5596178,1092648960,443146240,443072512
1650326738.6608799,1092648960,443154432,443072512
1650326738.7623777,1092648960,443154432,443072512
1650326738.8634832,1092648960,443154432,443072512
1650326738.9645805,1092648960,443154432,443072512
1650326739.065679,1092648960,443154432,443072512
1650326739.1667697,1092648960,443154432,443072512
1650326739.2677937,1092648960,443154432,443072512
1650326739.3688285,1092648960,443154432,443072512
1650326739.4698448,1092648960,443154432,443072512
1650326739.571008,1092648960,443154432,443080704
1650326739.6720762,1092648960,443154432,443080704
1650326739.7732127,1092648960,443154432,443080704
1650326739.8743138,1092648960,443154432,443080704
1650326739.975415,1092648960,443154432,443080704
1650326740.076532,1092648960,443154432,443080704
1650326740.177705,1092648960,443154432,443080704
1650326740.278834,1092648960,443154432,443080704
1650326740.3799555,1092648960,443154432,443080704
1650326740.4811988,1092648960,443154432,443080704
1650326740.5823045,1092648960,443154432,443080704
1650326740.6834102,1092648960,443162624,443080704
1650326740.7845156,1092648960,443162624,443080704
1650326740.8856165,1092648960,443162624,443080704
1650326740.9867089,1092648960,443162624,443080704
1650326741.087791,1092648960,443162624,443080704
1650326741.1889071,1092648960,443162624,443080704
1650326741.2899952,1092648960,443162624,443080704
1650326741.391152,1092648960,443162624,443080704
1650326741.4922082,1092648960,443162624,443080704
1650326741.5932834,1092648960,443162624,443080704
1650326741.6943374,1092648960,443162624,443080704
1650326741.7954319,1092648960,443162624,443080704
1650326741.8965414,1092648960,443162624,443080704
1650326741.9976616,1092648960,443162624,443080704
1650326742.0987663,1092648960,443162624,443080704
1650326742.19988,1092648960,443162624,443080704
1650326742.3010626,1092648960,443162624,443080704
1650326742.4021854,1092648960,443162624,443080704
1650326742.5032935,1092648960,443162624,443080704
1650326742.6043928,1092648960,443162624,443080704
1650326742.705518,1092648960,443162624,443080704
1650326742.8066158,1092648960,443170816,443080704
1650326742.9077277,1092648960,443170816,443080704
1650326743.0088818,1092648960,443170816,443080704
1650326743.1099849,1092648960,443170816,443080704
1650326743.2111456,1092648960,443170816,443080704
1650326743.3122082,1092648960,443170816,443080704
1650326743.4133253,1092648960,443170816,443080704
1650326743.5143802,1092648960,443170816,443080704
1650326743.6154842,1092648960,443170816,443080704
1650326743.7166176,1092648960,443170816,443080704
1650326743.8177211,1092648960,443170816,443080704
1650326743.9188414,1092648960,443170816,443080704
1650326744.0199835,1092648960,443170816,443080704
1650326744.1212487,1092648960,443170816,443080704
1650326744.2223432,1092648960,443170816,443080704
1650326744.3234327,1092648960,443170816,443080704
1650326744.424521,1092648960,443170816,443080704
1650326744.5256467,1092648960,443170816,443080704
1650326744.6267622,1092648960,443170816,443080704
1650326744.7278702,1092648960,443170816,443080704
1650326744.8290448,1092648960,443179008,443080704
1650326744.9302104,1092648960,443179008,443080704
1650326745.031333,1092648960,443179008,443080704
1650326745.132388,1092648960,443179008,443080704
1650326745.2334292,1092648960,443179008,443080704
1650326745.3344595,1092648960,443179008,443080704
1650326745.4355388,1092648960,443179008,443080704
1650326745.5366132,1092648960,443179008,443080704
1650326745.6376896,1092648960,443179008,443088896
1650326745.7387457,1092648960,443179008,443088896
1650326745.8398726,1092648960,443179008,443088896
1650326745.941141,1092648960,443179008,443088896
1650326746.0422664,1092648960,443179008,443088896
1650326746.1433847,1092648960,443179008,443088896
1650326746.2445087,1092648960,443179008,443088896
1650326746.345564,1092648960,443179008,443088896
1650326746.4466968,1092648960,443179008,443088896
1650326746.5477495,1092648960,443179008,443088896
1650326746.648876,1092648960,443179008,443088896
1650326746.749933,1092648960,443179008,443088896
1650326746.851157,1092648960,443179008,443088896
1650326746.9522924,1092648960,443179008,443088896
1650326747.053426,1092648960,443187200,443088896
1650326747.1545424,1092648960,443187200,443088896
1650326747.25567,1092648960,443187200,443088896
1650326747.3567567,1092648960,443187200,443088896
1650326747.4578671,1092648960,443187200,443088896
1650326747.558933,1092648960,443187200,443088896
1650326747.6600132,1092648960,443187200,443088896
1650326747.7613,1092648960,443187200,443088896
1650326747.8623996,1092648960,443187200,443088896
1650326747.9634538,1092648960,443187200,443088896
1650326748.0644968,1092648960,443187200,443088896
1650326748.1655433,1092648960,443187200,443088896
1650326748.2666595,1092648960,443187200,443088896
1650326748.3677866,1092648960,443187200,443088896
1650326748.4689271,1092648960,443187200,443088896
1650326748.5700667,1092648960,443187200,443088896
1650326748.6711817,1092648960,443187200,443088896
1650326748.7726512,1092648960,443187200,443088896
1650326748.8737247,1092648960,443187200,443088896
1650326748.9747999,1092648960,443187200,443088896
1650326749.0758822,1092648960,443187200,443088896
1650326749.177003,1092648960,443195392,443088896
1650326749.2781124,1092648960,443195392,443088896
1650326749.3791974,1092648960,443195392,443088896
1650326749.4802742,1092648960,443195392,443088896
1650326749.5813947,1092648960,443195392,443088896
1650326749.682437,1092648960,443195392,443088896
1650326749.783507,1092648960,443195392,443088896
1650326749.8846161,1092648960,443195392,443088896
1650326749.985735,1092648960,443195392,443088896
1650326750.0868344,1092648960,443195392,443088896
1650326750.1879284,1092648960,443195392,443088896
1650326750.2890294,1092648960,443195392,443088896
1650326750.3900595,1092648960,443195392,443088896
1650326750.4911063,1092648960,443195392,443088896
1650326750.5921702,1092648960,443195392,443088896
1650326750.6932673,1092648960,443195392,443088896
1650326750.7943542,1092648960,443195392,443088896
1650326750.8954582,1092648960,443195392,443088896
1650326750.9965723,1092648960,443195392,443088896
1650326751.0976622,1092648960,443203584,443088896
1650326751.1988044,1092648960,443203584,443088896
1650326751.2999294,1092648960,443203584,443088896
1650326751.4011056,1092648960,443203584,443088896
1650326751.5021613,1092648960,443203584,443088896
1650326751.6032934,1092648960,443203584,443088896
1650326751.7044542,1092648960,443203584,443088896
1650326751.8055549,1092648960,443203584,443088896
1650326751.906698,1092648960,443203584,443088896
1650326752.0078292,1092648960,443203584,443088896
1650326752.1089697,1092648960,443203584,443088896
1650326752.21013,1092648960,443203584,443088896
1650326752.31138,1092648960,443203584,443088896
1650326752.412505,1092648960,443203584,443088896
1650326752.5136251,1092648960,443203584,443088896
1650326752.6147528,1092648960,443203584,443088896
1650326752.7159,1092648960,443203584,443097088
1650326752.817035,1092648960,443203584,443097088
1650326752.9181216,1092648960,443203584,443097088
1650326753.0192266,1092648960,443203584,443097088
1650326753.1203175,1092648960,443203584,443097088
1650326753.221448,1092648960,443203584,443097088
1650326753.3225398,1092648960,443211776,443097088
1650326753.4235938,1092648960,443211776,443097088
1650326753.5247283,1092648960,443211776,443097088
1650326753.6258442,1092648960,443211776,443097088
1650326753.7269893,1092648960,443211776,443097088
1650326753.8281145,1092648960,443211776,443097088
1650326753.9292576,1092648960,443211776,443097088
1650326754.030386,1092648960,443211776,443097088
1650326754.1316082,1092648960,443211776,443097088
1650326754.2327392,1092648960,443211776,443097088
1650326754.3338158,1092648960,443211776,443097088
1650326754.4349196,1092648960,443211776,443097088
1650326754.536035,1092648960,443211776,443097088
1650326754.6371756,1092648960,443211776,443097088
1650326754.7382882,1092648960,443211776,443097088
1650326754.8394089,1092648960,443211776,443097088
1650326754.9405382,1092648960,443211776,443097088
1650326755.0418324,1092648960,443211776,443097088
1650326755.1429641,1092648960,443211776,443097088
1650326755.2440534,1092648960,443211776,443097088
1650326755.3451746,1092648960,443219968,443097088
1650326755.4463046,1092648960,443219968,443097088
1650326755.5474231,1092648960,443219968,443097088
1650326755.648513,1092648960,443219968,443097088
1650326755.7496114,1092648960,443219968,443097088
1650326755.850726,1092648960,443219968,443097088
1650326755.951982,1092648960,443219968,443097088
1650326756.0531523,1092648960,443219968,443097088
1650326756.1542418,1092648960,443219968,443097088
1650326756.2553344,1092648960,443219968,443097088
1650326756.356453,1092648960,443219968,443097088
1650326756.4575498,1092648960,443219968,443097088
1650326756.5586905,1092648960,443219968,443097088
1650326756.6597886,1092648960,443219968,443097088
1650326756.7610676,1092648960,443219968,443097088
1650326756.8621569,1092648960,443219968,443097088
1650326756.9632072,1092648960,443219968,443097088
1650326757.0642002,1092648960,443219968,443097088
1650326757.16533,1092648960,443219968,443097088
1650326757.2663655,1092648960,443219968,443097088
1650326757.3674128,1092648960,443219968,443097088
1650326757.4684122,1092648960,443219968,443097088
1650326757.5694964,1092648960,443228160,443097088
1650326757.6705258,1092648960,443228160,443097088
1650326757.7717297,1092648960,443228160,443097088
1650326757.8728356,1092648960,443228160,443097088
1650326757.9740248,1092648960,443228160,443097088
1650326758.0750349,1092648960,443228160,443097088
1650326758.1760988,1092648960,443228160,443097088
1650326758.277128,1092648960,443228160,443097088
1650326758.3781428,1092648960,443228160,443097088
1650326758.479215,1092648960,443228160,443097088
1650326758.580218,1092648960,443228160,443097088
1650326758.6813445,1092648960,443228160,443097088
1650326758.7824676,1092648960,443228160,443097088
1650326758.8835876,1092648960,443228160,443097088
1650326758.9846444,1092648960,443228160,443097088
1650326759.0857544,1092648960,443228160,443097088
1650326759.186795,1092648960,443228160,443097088
1650326759.287877,1092648960,443228160,443105280
1650326759.3889363,1092648960,443228160,443105280
1650326759.4900534,1092648960,443236352,443105280
1650326759.591087,1092648960,443236352,443105280
1650326759.6922126,1092648960,443236352,443105280
1650326759.7934742,1092648960,443236352,443105280
1650326759.8945894,1092648960,443236352,443105280
1650326759.9957173,1092648960,443236352,443105280
1650326760.096852,1092648960,443236352,443105280
1650326760.197981,1092648960,443236352,443105280
1650326760.2991226,1092648960,443236352,443105280
1650326760.400248,1092648960,443236352,443105280
1650326760.5013962,1092648960,443236352,443105280
1650326760.6024013,1092648960,443236352,443105280
1650326760.7034826,1092648960,443236352,443105280
1650326760.8045988,1092648960,443236352,443105280
1650326760.9056945,1092648960,443236352,443105280
1650326761.0068045,1092648960,443236352,443105280
1650326761.1079185,1092648960,443236352,443105280
1650326761.2090538,1092648960,443236352,443105280
1650326761.3101573,1092648960,443236352,443105280
1650326761.4112625,1092648960,443236352,443105280
1650326761.512363,1092648960,443236352,443105280
1650326761.613491,1092648960,443236352,443105280
1650326761.7145903,1092648960,443236352,443105280
1650326761.8156765,1092648960,443244544,443105280
1650326761.9168031,1092648960,443244544,443105280
1650326762.0178306,1092648960,443244544,443105280
1650326762.1189673,1092648960,443244544,443105280
1650326762.220077,1092648960,443244544,443105280
1650326762.3212674,1092648960,443244544,443105280
1650326762.4223483,1092648960,443244544,443105280
1650326762.5234258,1092648960,443244544,443105280
1650326762.624506,1092648960,443244544,443105280
1650326762.7255936,1092648960,443244544,443105280
1650326762.8266869,1092648960,443244544,443105280
1650326762.9277737,1092648960,443244544,443105280
1650326763.0288131,1092648960,443244544,443105280
1650326763.1298785,1092648960,443244544,443105280
1650326763.2310145,1092648960,443244544,443105280
1650326763.332062,1092648960,443244544,443105280
1650326763.4331584,1092648960,443244544,443105280
1650326763.534232,1092648960,443244544,443105280
1650326763.6352434,1092648960,443244544,443105280
1650326763.7363212,1092648960,443244544,443105280
1650326763.8374147,1092648960,443244544,443105280
1650326763.9385114,1092648960,443244544,443105280
1650326764.0396075,1092648960,443252736,443105280
1650326764.1407535,1092648960,443252736,443105280
1650326764.2418478,1092648960,443252736,443105280
1650326764.342929,1092648960,443252736,443105280
1650326764.4440312,1092648960,443252736,443105280
1650326764.545142,1092648960,443252736,443105280
1650326764.646226,1092648960,443252736,443105280
1650326764.747322,1092648960,443252736,443105280
1650326764.8484397,1092648960,443252736,443105280
1650326764.9495325,1092648960,443252736,443105280
1650326765.050537,1092648960,443252736,443105280
1650326765.1516604,1092648960,443252736,443105280
1650326765.252763,1092648960,443252736,443105280
1650326765.3538482,1092648960,443252736,443105280
1650326765.454946,1092648960,443252736,443113472
1650326765.556063,1092648960,443252736,443113472
1650326765.6572032,1092648960,443252736,443113472
1650326765.7582774,1092648960,443252736,443113472
1650326765.8594084,1092648960,443252736,443113472
1650326765.9605243,1092648960,443252736,443113472
1650326766.0617251,1092648960,443252736,443113472
1650326766.1628368,1092648960,443252736,443113472
1650326766.2639363,1092648960,443252736,443113472
1650326766.3650177,1092648960,443252736,443113472
1650326766.4661465,1092648960,443260928,443113472
1650326766.5672193,1092648960,443260928,443113472
1650326766.6682746,1092648960,443260928,443113472
1650326766.7693527,1092648960,443260928,443113472
1650326766.8705025,1092648960,443260928,443113472
1650326766.971608,1092648960,443260928,443113472
1650326767.072682,1092648960,443260928,443113472
1650326767.1737738,1092648960,443260928,443113472
1650326767.2748368,1092648960,443260928,443113472
1650326767.375972,1092648960,443260928,443113472
1650326767.477039,1092648960,443260928,443113472
1650326767.5781233,1092648960,443260928,443113472
1650326767.6791735,1092648960,443260928,443113472
1650326767.78075,1092648960,443260928,443113472
1650326767.8818936,1092648960,443260928,443113472
1650326767.9829915,1092648960,443260928,443113472
1650326768.0840466,1092648960,443260928,443113472
1650326768.1851702,1092648960,443260928,443113472
1650326768.2862291,1092648960,443260928,443113472
1650326768.3877115,1092648960,443260928,443113472
1650326768.4893484,1092648960,443260928,443113472
1650326768.590959,1092648960,443260928,443113472
